family,order,seasonal_order,status,mae,rmse,mape,aic,bic,ticker,error
SARIMAX,"(0, 1, 0)","(1, 1, 1, 5)",ok,10.47961174716464,12.992344289098812,5.512349898396858,-7240.961723965122,-7220.5947555047405,NVDA,
SARIMAX,"(0, 1, 1)","(0, 0, 1, 5)",ok,11.300140045095297,13.92627400967203,5.7731613421494385,-7309.156215079705,-7288.775957570557,NVDA,
SARIMAX,"(0, 1, 1)","(0, 1, 0, 5)",ok,13.203721455899492,17.129055890802874,6.535434818549553,-6463.302203995742,-6448.017010863881,NVDA,
SARIMAX,"(0, 1, 1)","(0, 1, 1, 5)",ok,10.605100879685315,13.11355493509002,5.5425399945179805,-7254.467283343654,-7234.103644055334,NVDA,
SARIMAX,"(0, 1, 1)","(1, 0, 0, 5)",ok,11.30082600539138,13.92764710980206,5.773395717841359,-7323.384894208422,-7302.998008694443,NVDA,
SARIMAX,"(0, 1, 1)","(1, 0, 1, 5)",ok,11.300414992858379,13.926667937609553,5.77326811344571,-7306.8949137002,-7281.419591813765,NVDA,
SARIMAX,"(0, 1, 1)","(1, 1, 0, 5)",ok,11.71120224620803,14.580723756657896,5.916807394563703,-6768.663199501059,-6748.292904637161,NVDA,
SARIMAX,"(0, 1, 1)","(1, 1, 1, 5)",ok,10.573641038898693,13.230215090812,5.631763148201447,-7241.179443650657,-7215.724894540257,NVDA,
SARIMAX,"(1, 1, 0)","(0, 0, 1, 5)",ok,11.294834905916849,13.919221001853616,5.771792603148226,-7317.418776238507,-7297.035203354117,NVDA,
SARIMAX,"(1, 1, 0)","(0, 1, 0, 5)",ok,13.05801626182594,16.874069426657478,6.4725031154916834,-6470.504619147683,-6455.21693948439,NVDA,
SARIMAX,"(1, 1, 0)","(0, 1, 1, 5)",ok,10.857279939841032,13.402313339236883,5.6113292316360965,-7261.914723617166,-7241.547755156785,NVDA,
SARIMAX,"(1, 1, 0)","(1, 0, 0, 5)",ok,11.29521348590424,13.921284439245001,5.7718548205931395,-7317.623145228546,-7297.239572344155,NVDA,
SARIMAX,"(1, 1, 0)","(1, 0, 1, 5)",ok,11.29070434075413,13.91412076414342,5.770218981912261,-7315.107982501711,-7289.628516396224,NVDA,
SARIMAX,"(1, 1, 0)","(1, 1, 0, 5)",ok,11.7520826997684,14.626731802782265,5.93780041470418,-6763.825307071419,-6743.458338611038,NVDA,
SARIMAX,"(1, 1, 0)","(1, 1, 1, 5)",ok,10.567372017756753,13.082448362148211,5.562358320727358,-7248.308662096626,-7222.849951521151,NVDA,
SARIMAX,"(1, 1, 1)","(0, 0, 1, 5)",ok,11.293270323267523,13.913062660307617,5.7749559591587944,-7310.316701797857,-7284.841379911421,NVDA,
SARIMAX,"(1, 1, 1)","(0, 1, 0, 5)",ok,11.134412041578948,13.732922222469472,5.7009777617211945,-6489.433411199536,-6469.053153690387,NVDA,
SARIMAX,"(1, 1, 1)","(0, 1, 1, 5)",ok,10.609957375691009,13.114804867118732,5.583767789727285,-7249.593093730998,-7224.138544620598,NVDA,
SARIMAX,"(1, 1, 1)","(1, 0, 0, 5)",ok,11.283208632457617,13.899889102920916,5.771204066334745,-7317.080215495102,-7291.600749389614,NVDA,
SARIMAX,"(1, 1, 1)","(1, 0, 1, 5)",ok,11.29373604661037,13.913747590081275,5.775129733654865,-7308.04287439074,-7277.472488127017,NVDA,
SARIMAX,"(1, 1, 1)","(1, 1, 0, 5)",ok,11.291878086434933,13.945933096618989,5.75835906313151,-6771.768322591155,-6746.30961201568,NVDA,
SARIMAX,"(1, 1, 1)","(1, 1, 1, 5)",ok,10.571706738412413,13.087445077971282,5.551798058401433,-7234.122749692671,-7203.577290760191,NVDA,
